Input.Tweet1,Input.Tweet2,Input.Tweet3,Input.Tweet4,Input.Tweet5,Answer.Emotion1,Answer.Emotion2,Answer.Emotion3,Answer.Emotion4,Answer.Emotion5,Answer.Reason1,Answer.Reason2,Answer.Reason3,Answer.Reason4,Answer.Reason5
@Anonymous if you would I would greatly appreciate it! No huge hurry. Doesn't cause problems just reminds me of old school tv.,@Anonymous THIS IS AN INVASION! I'm from PORTUGAL and we are waiting for you for years! But....PLEASE,@Anonymous - Right? I ADORE that man...but that dates back to my obsession with every actor associated with Band of Brothers ;),+ eyes on the road. My tactics seemed to be workin' since @Anonymous was drummin' his fingers on his knee.,@Anonymous any word on tim erixon? why isn't feaster on a plane to sweden to get the deal done. show him he wants him to be a Flame,Love|Joy,Fear|Sadness,Surprise|Joy,Joy|None,Fear|Anger|Sadness,saying with love no hurry to do some job,saying with sad that he is waiting for long,says his opinion,his ideas works,not fine with the idea
@Anonymous i lived by that post from @Anonymous. i read it often to get thru the 18 hour days. July will be 3 years since i quit my day job.,@Anonymous Are they paying you to advertise them on your twitter? Please say no D:,@Anonymous Yeah. But it's still a lot of hot air. If I didn't have to get to YVR for work after PAB,@Anonymous i love #Hashtag i should watch Chapter 27 again. I always watch it after i read #Hashtag,@Anonymous Did we have a 25-year old Selke Finalist and a 25-year old 40-goal scorer to move?,Joy,Sadness,Anger,Joy,None,this writer seems content,this person seems disappointed,this writer seems upset,this writer seems happy,this is just a question
@Anonymous i lived by that post from @Anonymous. i read it often to get thru the 18 hour days. July will be 3 years since i quit my day job.,@Anonymous Are they paying you to advertise them on your twitter? Please say no D:,@Anonymous Yeah. But it's still a lot of hot air. If I didn't have to get to YVR for work after PAB,@Anonymous i love #Hashtag i should watch Chapter 27 again. I always watch it after i read #Hashtag,@Anonymous Did we have a 25-year old Selke Finalist and a 25-year old 40-goal scorer to move?,None,None,None,None,None,none fit,none shown,none fit,no emotional content,asking a question not showing emotions
@Anonymous i lived by that post from @Anonymous. i read it often to get thru the 18 hour days. July will be 3 years since i quit my day job.,@Anonymous Are they paying you to advertise them on your twitter? Please say no D:,@Anonymous Yeah. But it's still a lot of hot air. If I didn't have to get to YVR for work after PAB,@Anonymous i love #Hashtag i should watch Chapter 27 again. I always watch it after i read #Hashtag,@Anonymous Did we have a 25-year old Selke Finalist and a 25-year old 40-goal scorer to move?,Sadness,Fear|Anger,Sadness,Love,Anger,this tweet is with sad feelings of someone who left the job,This tweet advices with worry and care.,This tweet is with little bit of sad feelings.,This tweet is for appreciation,This tweet is with little bit of anger.
@Anonymous i lived by that post from @Anonymous. i read it often to get thru the 18 hour days. July will be 3 years since i quit my day job.,@Anonymous Are they paying you to advertise them on your twitter? Please say no D:,@Anonymous Yeah. But it's still a lot of hot air. If I didn't have to get to YVR for work after PAB,@Anonymous i love #Hashtag i should watch Chapter 27 again. I always watch it after i read #Hashtag,@Anonymous Did we have a 25-year old Selke Finalist and a 25-year old 40-goal scorer to move?,Love|Sadness|Joy,Anger|Surprise|Joy,Anger,Joy,None,"Offering encouragement, talks of what got them through, and not working a ""day job"" anymore.","Smiley and tone ""Please say no""""D:""","""a lot of hot air""","""i love""",Logistics
@Anonymous i lived by that post from @Anonymous. i read it often to get thru the 18 hour days. July will be 3 years since i quit my day job.,@Anonymous Are they paying you to advertise them on your twitter? Please say no D:,@Anonymous Yeah. But it's still a lot of hot air. If I didn't have to get to YVR for work after PAB,@Anonymous i love #Hashtag i should watch Chapter 27 again. I always watch it after i read #Hashtag,@Anonymous Did we have a 25-year old Selke Finalist and a 25-year old 40-goal scorer to move?,Sadness,Surprise|Joy,None,Love,Joy,he appear to be missing the old days brfore he quit his job,"the :D descripes his happiness , and the question itself means that he is surprised",I think this about something he has or hasnt to do ... no more,"he describes that he loves ,,,",he appears to be sure of being a winner in a game
@Anonymous Aww Tear dont cry it be like that sometimes family ah be the ones to hurt u but u gotta stay strong && dont let it get to u.,CRAP! Rachel on slop for 2 weeks means no drinking! Less fight potential.. Arghhh!!,(And you can't go wrong with James Morrison's new stuff or Scouting For Girl's cover on Bon Iver's Skinny Love),@Anonymous Incidentally I just remarked to my wife that it was a shame we didn't get to see the first girl's tits. #Hashtag,"Osborne says he was not source of leaks re Huhne: ""I happen to believe in the secrecy of what happens in Cabinet""",Sadness,Fear|Anger,None,None,None,(Empathetic) This person feels someone else's sadness.,"""CRAP!""",Neutral statement,Neutral statement,Neutral statement
@Anonymous Aww Tear dont cry it be like that sometimes family ah be the ones to hurt u but u gotta stay strong && dont let it get to u.,CRAP! Rachel on slop for 2 weeks means no drinking! Less fight potential.. Arghhh!!,(And you can't go wrong with James Morrison's new stuff or Scouting For Girl's cover on Bon Iver's Skinny Love),@Anonymous Incidentally I just remarked to my wife that it was a shame we didn't get to see the first girl's tits. #Hashtag,"Osborne says he was not source of leaks re Huhne: ""I happen to believe in the secrecy of what happens in Cabinet""",Sadness,Surprise,Love,Love|Surprise,None,This tweet soothes some sad person,This tweet show surprise.,This tweet is with appreciation,This twee is from a caring person who miss to see something.,This tweet confess something.
@Anonymous Aww Tear dont cry it be like that sometimes family ah be the ones to hurt u but u gotta stay strong && dont let it get to u.,CRAP! Rachel on slop for 2 weeks means no drinking! Less fight potential.. Arghhh!!,(And you can't go wrong with James Morrison's new stuff or Scouting For Girl's cover on Bon Iver's Skinny Love),@Anonymous Incidentally I just remarked to my wife that it was a shame we didn't get to see the first girl's tits. #Hashtag,"Osborne says he was not source of leaks re Huhne: ""I happen to believe in the secrecy of what happens in Cabinet""",Love|Sadness,Sadness,Love|Joy,None,Surprise,"sad and concerned for somebody, showing them love and concern",sad about not being able to drink,"talking about songs they love, which make them happy",none fit,surprise at osbornes statement
@Anonymous Aww Tear dont cry it be like that sometimes family ah be the ones to hurt u but u gotta stay strong && dont let it get to u.,CRAP! Rachel on slop for 2 weeks means no drinking! Less fight potential.. Arghhh!!,(And you can't go wrong with James Morrison's new stuff or Scouting For Girl's cover on Bon Iver's Skinny Love),@Anonymous Incidentally I just remarked to my wife that it was a shame we didn't get to see the first girl's tits. #Hashtag,"Osborne says he was not source of leaks re Huhne: ""I happen to believe in the secrecy of what happens in Cabinet""",Love|Sadness,Anger|Surprise,Joy,Love|Fear|Joy,None,"""dont cry"" ""hurt u"" ""stay strong""","""Arghhh!! ""","Talk of entertainment ""you can't go wrong with""","Reveals personal action requiring love, that would invoke fear, regarding entertainment.","News recap, no opinion expressed"
@Anonymous Aww Tear dont cry it be like that sometimes family ah be the ones to hurt u but u gotta stay strong && dont let it get to u.,CRAP! Rachel on slop for 2 weeks means no drinking! Less fight potential.. Arghhh!!,(And you can't go wrong with James Morrison's new stuff or Scouting For Girl's cover on Bon Iver's Skinny Love),@Anonymous Incidentally I just remarked to my wife that it was a shame we didn't get to see the first girl's tits. #Hashtag,"Osborne says he was not source of leaks re Huhne: ""I happen to believe in the secrecy of what happens in Cabinet""",Love|Sadness,Anger|Sadness,None,Anger,None,"dont cry,dont let it get to u",Arghhh,Just facts,it was a shame,Just facts
@Anonymous I owe u something for helping out @Anonymous & I on Thur. Bringing u a lil something.,@Anonymous At the END of the film? An emotional climax?! Rather than just killing off characters to avoid dealing with them?! Madness!,@Anonymous Thanks for the Valentine's wishes. Hope you have a nice day and that things go back to normal for you real soon.,I think in order to play for the Denver Nuggets you must have coloring book tattoos from neck to wrist.,Apple makes it easy to recognize which of their phones is the best. What's the best Android,None,Surprise,None,None,None,There aren't any specific words that give away an emotion.,The questions are keys and the word madness,There aren't any specific words that give away an emotion.,There aren't any specific words that give away an emotion.,There aren't any specific words that give away an emotion.
@Anonymous I owe u something for helping out @Anonymous & I on Thur. Bringing u a lil something.,@Anonymous At the END of the film? An emotional climax?! Rather than just killing off characters to avoid dealing with them?! Madness!,@Anonymous Thanks for the Valentine's wishes. Hope you have a nice day and that things go back to normal for you real soon.,I think in order to play for the Denver Nuggets you must have coloring book tattoos from neck to wrist.,Apple makes it easy to recognize which of their phones is the best. What's the best Android,Love,Anger|Surprise,Love,Joy,Love,This tweet is from person who owes.,This tweet is a criticism of a movie.,This tweet is with love and thanks.,This tweet is with mock and joyfulness.,This tweet is with appreciation
@Anonymous I owe u something for helping out @Anonymous & I on Thur. Bringing u a lil something.,@Anonymous At the END of the film? An emotional climax?! Rather than just killing off characters to avoid dealing with them?! Madness!,@Anonymous Thanks for the Valentine's wishes. Hope you have a nice day and that things go back to normal for you real soon.,I think in order to play for the Denver Nuggets you must have coloring book tattoos from neck to wrist.,Apple makes it easy to recognize which of their phones is the best. What's the best Android,Love,Anger,Love,None,None,feels they need to give something to another person.,"does not like the way the film ended, the word madness",wishing someone a great day and thanking them.,The person does not express an emotion.,The person does not express an emotion.
